P56524,P41182,Q0EFA5,P19526
Q92878,Q14676,P19526,O15178,P49959,O60934,P28074
Q04671,Q15477,P07992,P43351,O15178,Q92889,P28074
Q15477,Q0EFA5,P54132,O15178,Q13472,P28074
O15178,P43246,P52701,Q05513
P54132,P28074,O43543,O75771
Q9UIS9,Q13111,Q15047
P08047,Q5U623
Q6VMQ6,Q9UIS9,Q15047
P61006,Q0EFA5,Q96CV9,P42858
P0DP23,P21980,P42858
P21980,P42858
P29279,P60709,P63261
Q04671,P60709,P23528,Q01518
P62834,O15178,Q7Z5R6,Q0EFA5
P62760,P43681,P17787
Q04671,P53805,P16298,Q08209
Q9Y3R0,P42262,Q9NRD5
Q9Y6W5,Q15477,Q0EFA5,Q8IZP0
Q15477,O00401,Q0EFA5,Q8IZP0
O14617,P59780
O14617,Q92572
P48509,Q04671,P16144,P23229
Q04671,Q0EFA5,P16144,P23229,P06241
P16144,O15230,P23229
Q04671,Q0EFA5,P16144,P23229,O15178
P50281,P26012,P01137,P06756
P18084,Q03405,P06756
P18084,Q14773,P06756
P18084,Q13443,P06756
P18084,P10451,P06756,Q04671
O00622,P18084,P06756
Q04671,P06756,Q0EFA5,P18084,O15178
Q04671,Q0EFA5,P02751,P18564,P06241
Q04671,P10451,P06756,P18564
O15178,P18564,P06756,P10600
Q04671,P06756,Q0EFA5,P18564,O15178
Q08722,P05106,P06756,P06734
Q08722,O15178,P05106,P06756
Q04671,P10451,P05106,P06756
Q13444,P05106,P06756,Q0EFA5
Q04671,P05106,P06756,Q9Y624
Q04671,P06756,Q0EFA5,P49023,O15178,Q14289,P05106
P05106,O75077,P06756
Q01955,P05106,P06756
P05106,P06756,O14495
Q04671,P00533,P06756,Q0EFA5,P05106
Q04671,P08514,P05106,P21926
P05106,P06756,Q16363
P02751,P21980
P08514,P02751,P05106,P21980
P08514,P12931,P05106,Q08722
Q04671,Q0EFA5,O15178,P08514,P05106,Q9Y490
P08514,Q99828,P05106
Q04671,Q0EFA5,O15178,P08514,P05106
Q04671,P08514,P05106,Q9Y624
P05556,P02751,P08648,P21980
Q13444,P05556,P08648,Q0EFA5
Q04671,P05556,Q0EFA5,O15178,P08648
P05556,Q9UHI5,P08195
Q13683,P05556,P48509
Q13683,P05556,P21926
Q13683,P05556,Q9NPI5
P05556,P26006,P35613
P08962,P05556,P26006
P05556,P07996,P26006
Q04671,P05556,P26006,Q0EFA5,O15178
P05556,P48509,P23229
Q04671,P05556,Q0EFA5,P23229,O15178
Q04671,P62834,P05556,P98161
P05556,P13612,Q9Y6C2
Q04671,P05556,Q0EFA5,O15178,P13612
P05556,P13612,P60033
P19397,P05556,P13612
P19320,P05556,P13612
P05556,P13612,P57087
P05556,P13612,Q08722
P08962,P05556,P13612
P05556,P13612,P07996
P35442,P05556,P13612
O15178,P05556,P17301,Q08722
P05556,P17301,O15335
O15178,P05556,P17301,P12111
Q04671,P05556,P17301,Q0EFA5,P19526,O15178
P05556,P12111,P56199
P05556,P17706,P56199
Q04671,P05556,P06756,Q0EFA5,O15178
O00622,P05556,P23229
P53708,Q04671,P05556,Q0EFA5,O15178
P05556,Q13443,Q13797
P19320,P05556,Q13797
P24821,P05556,Q13797
Q04671,P05556,Q13797,Q0EFA5,O15178
Q13444,P05556,Q13797
P05556,Q13797,O43915
O43184,P05556,Q13797
Q04671,P00533,Q13191,Q0EFA5,Q96B97
Q99962,P00533,Q96B97,P22681
Q99962,Q04671,Q96B97
P22681,Q96B97,Q99963,P08581
Q96B97,Q0EFA5,Q99963
Q04671,P27986,Q0EFA5,P03372,P12931,P56945
P12931,Q05655,Q9H5V8
P46109,P46108,Q0EFA5,Q13905,P16234
P22888,O14908
P04629,O14908,P49795
Q04671,O14931,P19526,O15178,P20963
O43516,P46109,P43403,P42768
P19526,O43516,P46109,P42768
P29353,P04626,Q9Y316
Q04671,P22681,Q0EFA5,Q99436,P62993,Q13094
Q04671,P22681,Q0EFA5,P29353,Q99436,P62993,Q13094
Q04671,Q0EFA5,Q99436,P07948,P62993,Q13094,P16885
Q13393,P16885,P17252
P19526,P14210,Q0EFA5,P08581
Q04671,P00533,P22681,Q0EFA5,Q99436,P62993
Q04671,P19174,Q07889,O43561,Q13094
Q04671,P27986,Q06124,P19174,Q0EFA5,P16234
P06239,P49069
Q04671,P22681,P21802,Q0EFA5,P07948,P06241
Q0EFA5,P20936,P07948,P06241,P07947
P11836,P07948,P06241,P06239
P20339,O15178,Q04671,Q15075
Q04671,P15391,P27986,Q0EFA5,P15498
P35568,P27986,P06213,Q07666
Q04671,P20936,Q0EFA5,Q07666
Q9NQS7,Q04671,O15392,Q96GD4,P19526,Q99436
P20936,O14965,O15392
Q04671,Q0EFA5,O15392,Q96GD4,P19526,Q53HL2,O15178,Q99436
Q9UBK2,Q13243,Q13247,Q08170
Q12778,Q14192,Q96EB6
Q04671,Q0EFA5,P19526,O15178,O43524,Q96EB6
Q04671,Q15477,Q0EFA5,P18615,Q99436,Q8WX92,O15178,Q9H3P2,Q8IXH7
Q04671,O60885,P50750,O60563,Q15648
O60563,Q13309,P50750
O60563,P28799
O75586,P49336,P09874
Q00526,P24863
Q0EFA5,Q92831,P19526,O15178,Q92793,P15172
Q09472,Q15797,Q0EFA5
P01106,Q9Y6K1,Q13105
P19526,Q9UBC3,O15178,Q9UJW3
P19526,O15178,Q9Y6K1,Q9UJW3
P61244,Q15477,Q92830,P01106,Q9Y4A5
Q04671,P04637,Q0EFA5,P03372,P19526,Q00987,O15178
Q04671,P04637,Q0EFA5,P19526,P28072,O43524
Q04671,P04637,Q0EFA5,P08047,P19526,P28072,O15178
O95832,P50281
Q13485,Q0EFA5,P01100,P19526,O15178,P84022,P05412
Q0EFA5,P01100,Q13469,P19526,P05412
P05412,P01100,P11308
P05412,O15178,P01100,P15036
P03372,Q9Y3R0,P05412
Q04671,Q0EFA5,P03372,P19526,O15178,P05412
Q13485,Q0EFA5,Q9UPN9
Q13485,Q04671,O15178,P28072,P84022,P49711
Q13485,Q0EFA5,P08047,P19526,O15178,P84022
