Protein Complex,Bile,Bladder,Bone,Brain,breast,cervical,colorectal,esophagel,Galbladder,Gastric,head,Kidney,Leukemia,liver,lung,lymphoma,Myeloma,Neuroblastoma,Non-cancerous,ovarian,pancreatic,prostate,Rhabdoid,Sarcoma,skin,testis,thyroid,Uncategorized,Uterine
"['O95922', 'Q68CL5', 'Q6ZTW0', 'Q8IUZ0', 'Q9BSH3']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['P05015', 'P17181', 'P23458', 'P29597', 'P48551']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['P54289', 'P54289', 'Q02641', 'Q06432', 'Q13698']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['P01563', 'P17181', 'P23458', 'P29597', 'P48551']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['O75943', 'P35249', 'P35250', 'P40937', 'P40938']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['O00217', 'O14561', 'O15239', 'O43181', 'O43674', 'O43676', 'O43677', 'O43678', 'O43920', 'O75251', 'O75306', 'O75380', 'O75438', 'O75489', 'O95139', 'O95167', 'O95168', 'O95169', 'O95178', 'O95182', 'O95298', 'O95299', 'O96000', 'P03886', 'P03891', 'P03897', 'P03901', 'P03905', 'P03915', 'P03923', 'P17568', 'P19404', 'P28331', 'P49821', 'P51970', 'P56181', 'P56556', 'Q16718', 'Q16795', 'Q86Y39', 'Q9NX14', 'Q9P0J0', 'Q9UI09', 'Q9Y6M9']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['O95619', 'O96019', 'P60709', 'Q05BQ5', 'Q15014', 'Q15906', 'Q52LR7', 'Q92993', 'Q96L91', 'Q9H0E9', 'Q9H2F5', 'Q9HAF1', 'Q9NPF5', 'Q9NV56', 'Q9NXR8', 'Q9UBU8', 'Q9Y230', 'Q9Y265', 'Q9Y4A5']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['A6NHQ4', 'O43189', 'O75530', 'Q09028', 'Q15022', 'Q15910']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['Q12768', 'Q2M389', 'Q641Q2', 'Q9NQA3', 'Q9Y3C0']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['O14497', 'O96019', 'P51532', 'P60709', 'Q12824', 'Q4VC05', 'Q8WUB8', 'Q8WUZ0', 'Q92785', 'Q92922', 'Q969G3', 'Q96GM5', 'Q9BQE9']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['Q8IX21', 'Q8IY18', 'Q8WV22', 'Q96MF7', 'Q96MG7', 'Q96SB8', 'Q9BQI6', 'Q9NXX6']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['O14497', 'O94805', 'P51532', 'P60709', 'Q12824', 'Q6STE5', 'Q8TAQ2', 'Q92922', 'Q92925', 'Q969G3', 'Q96GM5']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['O94777', 'P37287', 'P57054', 'Q14442', 'Q3MUY2', 'Q92535', 'Q9BRB3']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['O14497', 'O96019', 'P51531', 'P60709', 'Q12824', 'Q6STE5', 'Q8TAQ2', 'Q8WUB8', 'Q92922', 'Q969G3', 'Q96GM5']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['L0R819', 'O15212', 'O94763', 'P19388', 'Q96MX6', 'Q9H6T3', 'Q9NUG6', 'Q9NWS0', 'Q9UBK9', 'Q9UHV9', 'Q9Y230', 'Q9Y265']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['A0JLT2', 'O43513', 'O60244', 'O75448', 'O75586', 'O95402', 'Q13503', 'Q15528', 'Q15648', 'Q6P2C8', 'Q71SY5', 'Q96G25', 'Q96HR3', 'Q96RN5', 'Q9BTT4', 'Q9BUE0', 'Q9H204', 'Q9H944', 'Q9NPJ6', 'Q9NVC6', 'Q9NWA0', 'Q9NX70', 'Q9P086', 'Q9ULK4', 'Q9Y2X0', 'Q9Y3C7']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['P62699', 'Q6VN20', 'Q7L5Y9', 'Q8IUR7', 'Q8IVV7', 'Q96G75', 'Q9H7D7', 'Q9NWU2', 'Q9UL63']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['O14497', 'O96019', 'P51532', 'P60709', 'Q12824', 'Q6STE5', 'Q8TAQ2', 'Q92784', 'Q92922', 'Q92925', 'Q969G3', 'Q96GM5']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['Q15007', 'Q5T200', 'Q69YN4', 'Q75N03', 'Q86U44', 'Q9HCE5']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['O15143', 'O15144', 'O15145', 'O15511', 'P59998', 'P61160', 'Q9P1U1']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['A6NHQ4', 'O75530', 'Q15022', 'Q15910', 'Q16576', 'Q5T6S3']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['Q2MV58', 'Q5HYA8', 'Q6NUS6', 'Q6UX40', 'Q86X19', 'Q8N157', 'Q96GX1', 'Q96Q45', 'Q9BPU9', 'Q9H6L2', 'Q9NXB0', 'Q9P0N5', 'Q9P2K1', 'Q9UPM9']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['O15287', 'O15360', 'Q00597', 'Q0VG06', 'Q6NZ36', 'Q8NB91', 'Q9HB96', 'Q9NPI8', 'Q9NW38']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['P25205', 'P33991', 'P33992', 'P33993', 'P49736', 'Q14566']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['A6NHQ4', 'O75530', 'Q15022', 'Q15910', 'Q16576', 'Q9Y483']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['P30260', 'P60006', 'Q12834', 'Q13042', 'Q8NHZ8', 'Q96DE5', 'Q9BS18', 'Q9H1A4', 'Q9NYG5', 'Q9UJX2', 'Q9UJX3', 'Q9UJX4', 'Q9UJX5', 'Q9UJX6', 'Q9UM13']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['P20226', 'P21675', 'P49848', 'Q12962', 'Q15542', 'Q15543', 'Q15544', 'Q15545', 'Q16514', 'Q16594', 'Q5VWG9', 'Q6P1X5', 'Q7Z7C8', 'Q92750']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['P62877', 'P78395', 'Q13617', 'Q15369', 'Q15370']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['P49768', 'P49768', 'Q8WW43', 'Q92542', 'Q9NZ42']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['P17181', 'P23458', 'P29597', 'P48551', 'Q86WN2']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['O94776', 'Q09028', 'Q12873', 'Q13330', 'Q13547', 'Q14839', 'Q16576', 'Q86YP4', 'Q8WXI9', 'Q92769', 'Q9BTC8', 'Q9UBB5']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['O94805', 'P51531', 'P60709', 'Q12824', 'Q8NFD5', 'Q8TAQ2', 'Q92925', 'Q969G3']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['P05000', 'P17181', 'P23458', 'P29597', 'P48551']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['O43189', 'O75530', 'Q09028', 'Q15022', 'Q15910', 'Q96JN0']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['O95347', 'Q15003', 'Q15021', 'Q9BPX3', 'Q9NTJ3']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['O94805', 'P51532', 'P60709', 'Q15532', 'Q4VC05', 'Q8WUZ0', 'Q92922', 'Q96GM5', 'Q9BQE9', 'Q9H8M2', 'Q9NZM4']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"['O75533', 'Q13435', 'Q15393', 'Q15427', 'Q7RTV0', 'Q9BWJ5', 'Q9Y3B4']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['P26196', 'Q6P2E9', 'Q8IU60', 'Q8IZH2', 'Q96F86', 'Q9NPI6']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['P05386', 'P05387', 'P05388', 'P18077', 'P18124', 'P18621', 'P26373', 'P30050', 'P32969', 'P35268', 'P36578', 'P39023', 'P40429', 'P42766', 'P46776', 'P46777', 'P46778', 'P46779', 'P47914', 'P49207', 'P50914', 'P61254', 'P61313', 'P61353', 'P61513', 'P61927', 'P62424', 'P62750', 'P62829', 'P62888', 'P62899', 'P62906', 'P62910', 'P62913', 'P62917', 'P62945', 'P62987', 'P63173', 'P83731', 'P83881', 'P84098', 'Q02543', 'Q02878', 'Q07020', 'Q6P5R6', 'Q969Q0', 'Q96EH5', 'Q96L21', 'Q9UNX3', 'Q9Y3U8']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['O96019', 'P51531', 'P60709', 'Q15532', 'Q4VC05', 'Q6AI39', 'Q8WUZ0', 'Q92922', 'Q96GM5', 'Q9BQE9', 'Q9H8M2']",0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0
"['O94826', 'O96008', 'Q15388', 'Q8N4H5', 'Q96B49', 'Q9NS69', 'Q9P0U1']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['O94805', 'P51532', 'P60709', 'Q12824', 'Q6STE5', 'Q8NFD5', 'Q8TAQ2', 'Q92922', 'Q92925', 'Q969G3', 'Q96GM5']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['O75478', 'O75486', 'O75528', 'O75529', 'Q12962', 'Q16514', 'Q16594', 'Q92831', 'Q9Y4A5', 'Q9Y6J9']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['O94805', 'P51532', 'P60709', 'Q15532', 'Q4VC05', 'Q6AI39', 'Q8WUZ0', 'Q92922', 'Q96GM5', 'Q9BQE9', 'Q9H8M2']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"['O75530', 'Q15022', 'Q15910', 'Q16576', 'Q6ZN18', 'Q92833']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['Q8N3P4', 'Q8WUH2', 'Q96AX1', 'Q9H269', 'Q9H270', 'Q9P253']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['P62699', 'Q7L5Y9', 'Q8IUR7', 'Q8IVV7', 'Q96G75', 'Q96S59', 'Q9H7D7', 'Q9NWU2', 'Q9UL63']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['O14497', 'O94805', 'P51531', 'P60709', 'Q12824', 'Q6STE5', 'Q8TAQ2', 'Q92922', 'Q92925', 'Q969G3', 'Q96GM5']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['O43913', 'O43929', 'Q13415', 'Q13416', 'Q9UBD5', 'Q9Y5N6']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['O75446', 'P29374', 'Q09028', 'Q13547', 'Q16576', 'Q4LE39', 'Q5PSV4', 'Q92769', 'Q96ST3', 'Q9H0E3', 'Q9H160', 'Q9H7L9', 'Q9HAJ7', 'Q9HCU9', 'Q9UK53']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['O14777', 'O95229', 'Q6P1K2', 'Q8NBT2', 'Q8NG31', 'Q96IY1', 'Q9BZD4', 'Q9H081', 'Q9H410', 'Q9HBM1']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['P08621', 'P09012', 'P09234', 'P14678', 'P62304', 'P62306', 'P62308', 'P62314', 'P62316', 'P62318']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['O94805', 'P51532', 'P60709', 'Q12824', 'Q6STE5', 'Q8NFD5', 'Q8TAQ2', 'Q92782', 'Q92784', 'Q92922', 'Q969G3', 'Q96GM5']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['O00159', 'O60264', 'O75533', 'P35659', 'Q03468', 'Q9BQG0', 'Q9NR30', 'Q9UIG0']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['O14579', 'P35606', 'P48444', 'P53618', 'P53621', 'P61923', 'Q9UBF2']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['Q16891', 'Q5TGZ0', 'Q5XKP0', 'Q6UXV4', 'Q9BRQ6', 'Q9BUR5', 'Q9NX63']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['O96019', 'P51531', 'P60709', 'Q12824', 'Q6STE5', 'Q8NFD5', 'Q8TAQ2', 'Q92784', 'Q92922', 'Q92925', 'Q969G3', 'Q96GM5']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['P19784', 'P67870', 'Q86SE9', 'Q8N488', 'Q8WXX7', 'Q99496']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['P18074', 'P19447', 'P32780', 'P50613', 'P51946', 'P51948', 'Q13888', 'Q13889', 'Q6ZYL4', 'Q92759']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['P23458', 'P29597', 'Q08334', 'Q8IU57', 'Q8IZI9']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['O15160', 'O15446', 'O95602', 'P0DPB6', 'P19388', 'P52434', 'P53803', 'P61218', 'P62875', 'Q3B726', 'Q9GZS1', 'Q9H9Y6', 'Q9P1U0']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['O43617', 'O75865', 'P0DI82', 'Q7Z392', 'Q8IUR0', 'Q8WVT3', 'Q9UL33', 'Q9Y296', 'Q9Y2L5', 'Q9Y5R8']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['P19784', 'P67870', 'P68400', 'Q06587', 'Q86SE9', 'Q8N488', 'Q8WXX7']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['O00471', 'O60645', 'Q8IYI6', 'Q96A65', 'Q96KP1', 'Q9NV70', 'Q9UPT5', 'Q9Y2D4']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['O75530', 'Q09028', 'Q15022', 'Q92800', 'Q96JN0', 'Q9Y483']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['P67870', 'P68400', 'Q06587', 'Q86SE9', 'Q8IY57', 'Q8WXX7']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['A6NHQ4', 'O75530', 'Q09028', 'Q15022', 'Q15910', 'Q5T6S3']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['O15550', 'P61964', 'Q14686', 'Q15291', 'Q6ZW49', 'Q8NEZ4', 'Q9BTK6', 'Q9C005', 'Q9UBL3']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['O75530', 'Q09028', 'Q15022', 'Q15910', 'Q6ZN18', 'Q92833']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['P67870', 'P68400', 'Q06587', 'Q3KNV8', 'Q8IY57', 'Q8WXX7']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['O14579', 'P35606', 'P48444', 'P53618', 'P53621', 'P61923', 'Q9Y678']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['A6NHQ4', 'O75530', 'Q09028', 'Q15022', 'Q15910', 'Q9Y483']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['O15342', 'O75348', 'O75787', 'O95670', 'P15313', 'P21281', 'P21283', 'P27449', 'P36543', 'P38606', 'P61421', 'Q15904', 'Q16864', 'Q6P5S7', 'Q8N8Y2', 'Q8NEY4', 'Q8NHE4', 'Q96A05', 'Q96LB4', 'Q99437', 'Q9UI12', 'Q9Y487', 'Q9Y5K8']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['C4AMC7', 'Q12768', 'Q2M389', 'Q641Q2', 'Q9Y3C0']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['O15182', 'O60318', 'P60896', 'Q5JVF3', 'Q9NPA8']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['O15143', 'O15144', 'O15145', 'P59998', 'P61158', 'P61160', 'Q9BPX5']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['A6NHQ4', 'O75530', 'Q09028', 'Q15022', 'Q5T6S3', 'Q92800']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['O00255', 'P51610', 'P61964', 'Q15291', 'Q9C005', 'Q9UBL3', 'Q9UMN6', 'Q9Y5Z7']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['O60674', 'P29460', 'P29597', 'P42701', 'Q5VWK5', 'Q9NPF7']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['C4AMC7', 'Q12768', 'Q2M389', 'Q9Y3C0', 'Q9Y4E1']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['O14972', 'O60826', 'Q567U6', 'Q7Z3J2', 'Q7Z4G1', 'Q86VX2', 'Q86X83', 'Q8N668', 'Q8TCE6', 'Q9GZQ3', 'Q9H0A8', 'Q9NX08', 'Q9P000', 'Q9UBI1', 'Q9UBQ0', 'Q9Y6G5']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['P19784', 'P67870', 'Q06587', 'Q3KNV8', 'Q8N488', 'Q8WXX7']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['Q01780', 'Q06265', 'Q13868', 'Q15024', 'Q5RKV6', 'Q96B26', 'Q9NPD3', 'Q9NQT4', 'Q9NQT5', 'Q9Y3B2']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['P01567', 'P17181', 'P23458', 'P29597', 'P48551']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['P62877', 'Q13617', 'Q15369', 'Q15370', 'Q6PID8']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['P19784', 'P67870', 'P68400', 'Q06587', 'Q3KNV8', 'Q8N488', 'Q8WXX7']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['O15144', 'O15145', 'O15511', 'P59998', 'P61158', 'P61160', 'Q92747']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['O75208', 'Q5HYK3', 'Q99807', 'Q9NZJ6', 'Q9Y2Z9', 'Q9Y3A0']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['O00471', 'O60645', 'Q8IYI6', 'Q8TAG9', 'Q96A65', 'Q96KP1', 'Q9NV70', 'Q9UPT5']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['O14497', 'O94805', 'P51531', 'P60709', 'Q12824', 'Q6STE5', 'Q8TAQ2', 'Q92782', 'Q92784', 'Q92922', 'Q969G3', 'Q96GM5']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['O15143', 'O15144', 'O15145', 'P59998', 'P61160', 'Q9BPX5', 'Q9P1U1']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['O75530', 'Q09028', 'Q15022', 'Q15910', 'Q96JN0', 'Q9Y483']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['O60506', 'O75534', 'P11940', 'Q14103', 'Q9H074']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['P01571', 'P17181', 'P23458', 'P29597', 'P48551']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['Q6P1J9', 'Q6PD62', 'Q8N7H5', 'Q8WVC0', 'Q92541', 'Q9GZS3']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['P54274', 'Q15554', 'Q96AP0', 'Q9BSI4', 'Q9NUX5', 'Q9NYB0']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['O60506', 'P67809', 'Q00839', 'Q08211', 'Q9NZI8']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['P83436', 'Q14746', 'Q8WTW3', 'Q96JB2', 'Q96MW5', 'Q9H9E3', 'Q9UP83', 'Q9Y2V7']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['Q8IYU8', 'Q8NE86', 'Q9BPX6', 'Q9H4I9', 'Q9NWR8']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['P14678', 'P62304', 'P62306', 'P62308', 'P62318', 'P83369', 'Q969L4']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['P56597', 'P59910', 'Q6P9G0', 'Q86UC2', 'Q8IYR0', 'Q8NA54', 'Q8WWB3', 'Q8WYR4', 'Q96C74', 'Q96FJ2', 'Q9H0K4', 'Q9H1X1', 'Q9UHP6']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['O00148', 'O75152', 'P82979', 'P84090', 'Q13769', 'Q53F19', 'Q6I9Y2', 'Q86V81', 'Q86W42', 'Q8NI27', 'Q96FV9', 'Q96J01', 'Q96QD9', 'Q9BY77', 'Q9P127', 'Q9Y3Y2']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['P55735', 'Q6PJI9', 'Q96EE3', 'Q96S15', 'Q9NXC5']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['O15235', 'O60783', 'P51398', 'P82650', 'P82663', 'P82664', 'P82673', 'P82675', 'P82912', 'P82914', 'P82921', 'P82930', 'P82932', 'P82933', 'Q92552', 'Q92665', 'Q96BP2', 'Q96EL2', 'Q96EY7', 'Q9BYN8', 'Q9NWT8', 'Q9Y291', 'Q9Y2Q9', 'Q9Y2R5', 'Q9Y2R9', 'Q9Y399', 'Q9Y3D3', 'Q9Y3D5', 'Q9Y3D9', 'Q9Y676']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['P67870', 'P68400', 'Q3KNV8', 'Q8N488', 'Q8WXX7', 'Q99496']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['P05013', 'P17181', 'P23458', 'P29597', 'P48551']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
